Grup,Code,Camp,Context,Proposta,Nota
3-MATERIALS,DW-S01-EA55,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA55,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA55,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA55,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA55,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA55,Mat_Other,,0,confirma 0 (cap material observat) o canvia
7-ELEMENT,DW-S01-EA55,Human_Remains,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S01-EA55,Support_Modified,gate -=-,,0/1/2/3/9
6-MASONERIA,DW-S01-EA59,Chinking_Stones,,,0/1/9
4-BIOARQ,DW-S01-EA60,Anatomical_Connection,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA60,Mummification,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA60,Funerary_Bundles,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA60,Dispersed_Remains,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA60,Flexed_Position,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA60,Bone_Burning,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
3-MATERIALS,DW-S01-EA60,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA60,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA60,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA60,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA60,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA60,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA60,Mat_Other,,0,confirma 0 (cap material observat) o canvia
5-DANYS,DW-S01-EA60,Looting,,,0/1/9
5-DANYS,DW-S01-EA60,Fire_Damage,,,0/1/9
5-DANYS,DW-S01-EA60,Animal_Activity,,,0/1/9
5-DANYS,DW-S01-EA60,Modern_Access,,,0/1/9
6-MASONERIA,DW-S01-EA60,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA60,Chinking_Stones,,,0/1/9
7-ELEMENT,DW-S01-EA60,Recessed_Frame,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S01-EA60,Human_Remains,gate -=-,,0/1/2/3/9
6-MASONERIA,DW-S04-EA17,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S04-EA17,Chinking_Stones,,,0/1/9
2-NATURAL,DW-S04-EA21,Mortar_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S04-EA21,Chinking_Stones,context natural,0,canvia a 9 si el camp no es avaluable
7-ELEMENT,DW-S02-EA03,Support_Modified,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S01-EA74,Recessed_Frame,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S02-EA04,Recessed_Frame,gate -=-,,0/1/2/3/9
6-MASONERIA,DW-S02-EA06,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S02-EA06,Chinking_Stones,,,0/1/9
6-MASONERIA,DW-S01-EA34,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA34,Chinking_Stones,,,0/1/9
6-MASONERIA,DW-S01-EA30,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA30,Chinking_Stones,,,0/1/9
1-MECANIC,DW-S03-EA04,Interbody_Cornice,Sys_Interface=Absent,0,farciment (finestra tancada) - AUTO
6-MASONERIA,DW-S03-EA04,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S03-EA04,Chinking_Stones,,,0/1/9
1-MECANIC,DW-S04-EA02,Anatomical_Connection,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA02,Mummification,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA02,Funerary_Bundles,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA02,Dispersed_Remains,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA02,Flexed_Position,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA02,Bone_Burning,Human_Remains=0,0,farciment derivat - AUTO
3-MATERIALS,DW-S04-EA02,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA02,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA02,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA02,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA02,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA02,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA02,Mat_Other,,0,confirma 0 (cap material observat) o canvia
7-ELEMENT,DW-S04-EA02,Support_Modified,gate -=-,,0/1/2/3/9
3-MATERIALS,DW-S01-EA07,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA07,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA07,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA07,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA07,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA07,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA07,Mat_Other,,0,confirma 0 (cap material observat) o canvia
1-MECANIC,DW-S01-EA12,Eave_Beam,Sys_Eave=Not observable,0,farciment (finestra tancada) - AUTO
1-MECANIC,DW-S01-EA12,Eave_Surface,Sys_Eave=Not observable,0,farciment (finestra tancada) - AUTO
6-MASONERIA,DW-S01-EA12,Mortar_Present,,,0/1/9
7-ELEMENT,DW-S01-EA12,Support_Modified,gate -=-,,0/1/2/3/9
4-BIOARQ,DW-S06-EA01,Anatomical_Connection,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S06-EA01,Mummification,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S06-EA01,Funerary_Bundles,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S06-EA01,Dispersed_Remains,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S06-EA01,Flexed_Position,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S06-EA01,Bone_Burning,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
3-MATERIALS,DW-S06-EA01,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S06-EA01,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S06-EA01,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S06-EA01,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S06-EA01,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S06-EA01,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S06-EA01,Mat_Other,,0,confirma 0 (cap material observat) o canvia
6-MASONERIA,DW-S06-EA01,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S06-EA01,Chinking_Stones,,,0/1/9
7-ELEMENT,DW-S06-EA01,Recessed_Frame,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S06-EA01,Human_Remains,gate -=-,,0/1/2/3/9
6-MASONERIA,DW-S01-EA62,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA62,Chinking_Stones,,,0/1/9
7-ELEMENT,DW-S01-EA71,Upper_Crown,gate -=-,,0/1/2/3/9
6-MASONERIA,DW-S01-EA71,RockArt_Present,,,0/1/9
7-ELEMENT,DW-S01-EA71,Recessed_Frame,gate -=-,,0/1/2/3/9
4-BIOARQ,DW-S01-EA19,Anatomical_Connection,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA19,Mummification,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA19,Funerary_Bundles,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA19,Dispersed_Remains,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA19,Flexed_Position,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA19,Bone_Burning,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
3-MATERIALS,DW-S01-EA19,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA19,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA19,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA19,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA19,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA19,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA19,Mat_Other,,0,confirma 0 (cap material observat) o canvia
7-ELEMENT,DW-S01-EA19,Human_Remains,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S01-EA72,Upper_Crown,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S01-EA72,Support_Modified,gate -=-,,0/1/2/3/9
1-MECANIC,DW-S01-EA36,Transverse_Beams,Sys_Platform=Absent,0,farciment (finestra tancada) - AUTO
1-MECANIC,DW-S01-EA36,Corbelled_Courses,Sys_Platform=Absent,0,farciment (finestra tancada) - AUTO
6-MASONERIA,DW-S04-EA06,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S04-EA06,Chinking_Stones,,,0/1/9
7-ELEMENT,DW-S04-EA08,Support_Modified,gate -=-,,0/1/2/3/9
4-BIOARQ,DW-S01-EA50,Anatomical_Connection,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA50,Mummification,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA50,Funerary_Bundles,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA50,Dispersed_Remains,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA50,Flexed_Position,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
4-BIOARQ,DW-S01-EA50,Bone_Burning,Human_Remains=NULL,,depen de Human_Remains: ompli primer eixe
3-MATERIALS,DW-S01-EA50,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA50,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA50,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA50,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA50,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA50,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA50,Mat_Other,,0,confirma 0 (cap material observat) o canvia
7-ELEMENT,DW-S01-EA50,Human_Remains,gate -=-,,0/1/2/3/9
6-MASONERIA,DW-S03-EA03,Chinking_Stones,,,0/1/9
3-MATERIALS,DW-S04-EA01,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA01,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA01,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA01,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA01,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA01,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA01,Mat_Other,,0,confirma 0 (cap material observat) o canvia
1-MECANIC,DW-S01-EA02,Corbelled_Courses,Sys_Platform=Absent,0,farciment (finestra tancada) - AUTO
3-MATERIALS,DW-S01-EA18,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA18,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA18,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA18,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA18,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA18,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA18,Mat_Other,,0,confirma 0 (cap material observat) o canvia
7-ELEMENT,DW-S04-EA03,Platform_Surface,gate Sys_Platform=Present partial,,0/1/2/3/9
3-MATERIALS,DW-S04-EA03,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA03,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA03,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA03,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA03,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA03,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA03,Mat_Other,,0,confirma 0 (cap material observat) o canvia
6-MASONERIA,DW-S04-EA03,RockArt_Present,,,0/1/9
7-ELEMENT,DW-S04-EA03,Recessed_Frame,gate -=-,,0/1/2/3/9
6-MASONERIA,DW-S06-EA02,Chinking_Stones,,,0/1/9
7-ELEMENT,DW-S06-EA02,Recessed_Frame,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S04-EA18,Support_Modified,gate -=-,,0/1/2/3/9
1-MECANIC,DW-S01-EA08,Corbelled_Courses,Sys_Platform=Absent,0,farciment (finestra tancada) - AUTO
1-MECANIC,DW-S01-EA08,Sill,Sys_Portal=Absent,0,farciment (finestra tancada) - AUTO
1-MECANIC,DW-S01-EA08,Jambs,Sys_Portal=Absent,0,farciment (finestra tancada) - AUTO
1-MECANIC,DW-S01-EA08,Lintel,Sys_Portal=Absent,0,farciment (finestra tancada) - AUTO
3-MATERIALS,DW-S01-EA08,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA08,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA08,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA08,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA08,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA08,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA08,Mat_Other,,0,confirma 0 (cap material observat) o canvia
7-ELEMENT,DW-S01-EA08,Support_Modified,gate -=-,,0/1/2/3/9
6-MASONERIA,DW-S01-EA09,Chinking_Stones,,,0/1/9
7-ELEMENT,DW-S01-EA09,Recessed_Frame,gate -=-,,0/1/2/3/9
6-MASONERIA,DW-S01-EA10,Dec_Present,,,0/1/9
7-ELEMENT,DW-S01-EA10,Recessed_Frame,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S01-EA10,Support_Modified,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Embedded_Base_Beams,gate Sys_Base=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Base_Level,gate Sys_Base=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Decorative_Socle,gate Sys_Base=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Tie_Walls,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Timber_Brackets,gate Sys_Platform=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Transverse_Beams,gate Sys_Platform=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Corbelled_Courses,gate Sys_Platform=,,0/1/2/3/9
1-MECANIC,DW-S01-EA11,Interbody_Cornice,Sys_Interface=Absent,0,farciment (finestra tancada) - AUTO
7-ELEMENT,DW-S01-EA11,Corner_Quoins,gate Sys_Chamber=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Structural_Pilasters,gate Sys_Chamber=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Facade_Flank,gate Sys_Chamber=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Relief_Frieze,gate Sys_Chamber=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Sill,gate Sys_Portal=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Jambs,gate Sys_Portal=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Lintel,gate Sys_Portal=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Upper_Crown,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Eave_Beam,gate Sys_Eave=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Eave_Surface,gate Sys_Eave=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Return_Wall,gate Sys_Chamber=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Chamber_Roof,gate Sys_Chamber=,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Platform_Surface,gate Sys_Platform=,,0/1/2/3/9
1-MECANIC,DW-S01-EA11,Anatomical_Connection,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S01-EA11,Mummification,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S01-EA11,Funerary_Bundles,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S01-EA11,Flexed_Position,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S01-EA11,Bone_Burning,Human_Remains=0,0,farciment derivat - AUTO
3-MATERIALS,DW-S01-EA11,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA11,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA11,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA11,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA11,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA11,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S01-EA11,Mat_Other,,0,confirma 0 (cap material observat) o canvia
6-MASONERIA,DW-S01-EA11,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA11,Chinking_Stones,,,0/1/9
7-ELEMENT,DW-S01-EA11,Recessed_Frame,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S01-EA11,Support_Modified,gate -=-,,0/1/2/3/9
6-MASONERIA,DW-S01-EA14,Chinking_Stones,,,0/1/9
1-MECANIC,DW-S01-EA21,Interbody_Cornice,Sys_Interface=Absent,0,farciment (finestra tancada) - AUTO
1-MECANIC,DW-S01-EA21,Anatomical_Connection,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S01-EA21,Mummification,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S01-EA21,Funerary_Bundles,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S01-EA21,Flexed_Position,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S01-EA21,Bone_Burning,Human_Remains=0,0,farciment derivat - AUTO
6-MASONERIA,DW-S01-EA21,Chinking_Stones,,,0/1/9
7-ELEMENT,DW-S01-EA21,Support_Modified,gate -=-,,0/1/2/3/9
1-MECANIC,DW-S01-EA40,Interbody_Cornice,Sys_Interface=Absent,0,farciment (finestra tancada) - AUTO
1-MECANIC,DW-S01-EA40,Eave_Beam,Sys_Eave=Not observable,0,farciment (finestra tancada) - AUTO
1-MECANIC,DW-S01-EA40,Eave_Surface,Sys_Eave=Not observable,0,farciment (finestra tancada) - AUTO
7-ELEMENT,DW-S01-EA40,Platform_Surface,gate Sys_Platform=Present partial,,0/1/2/3/9
7-ELEMENT,DW-S01-EA40,Support_Modified,gate -=-,,0/1/2/3/9
1-MECANIC,DW-S04-EA04,Anatomical_Connection,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA04,Mummification,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA04,Funerary_Bundles,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA04,Dispersed_Remains,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA04,Flexed_Position,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA04,Bone_Burning,Human_Remains=0,0,farciment derivat - AUTO
3-MATERIALS,DW-S04-EA04,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA04,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA04,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA04,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA04,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA04,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA04,Mat_Other,,0,confirma 0 (cap material observat) o canvia
7-ELEMENT,DW-S04-EA04,Recessed_Frame,gate -=-,,0/1/2/3/9
1-MECANIC,DW-S04-EA05,Anatomical_Connection,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA05,Mummification,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA05,Funerary_Bundles,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA05,Dispersed_Remains,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA05,Flexed_Position,Human_Remains=0,0,farciment derivat - AUTO
1-MECANIC,DW-S04-EA05,Bone_Burning,Human_Remains=0,0,farciment derivat - AUTO
3-MATERIALS,DW-S04-EA05,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA05,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA05,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA05,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA05,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA05,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA05,Mat_Other,,0,confirma 0 (cap material observat) o canvia
7-ELEMENT,DW-S04-EA05,Recessed_Frame,gate -=-,,0/1/2/3/9
3-MATERIALS,DW-S01-EA17,Mat_Other,,0,confirma 0 (cap material observat) o canvia
6-MASONERIA,DW-S01-EA20,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S01-EA20,Chinking_Stones,,,0/1/9
2-NATURAL,DW-S01-EA42,Mortar_Present,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA42,Chinking_Stones,context natural,0,canvia a 9 si el camp no es avaluable
2-NATURAL,DW-S01-EA42,Support_Modified,context natural,0,canvia a 9 si el camp no es avaluable
6-MASONERIA,DW-S04-EA13,Mortar_Present,,,0/1/9
6-MASONERIA,DW-S04-EA13,Chinking_Stones,,,0/1/9
3-MATERIALS,DW-S04-EA15,Mat_Textiles,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA15,Mat_Wood,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA15,Mat_VegFiber,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA15,Mat_Ceramics,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA15,Mat_Fauna,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA15,Mat_DeerAntler,,0,confirma 0 (cap material observat) o canvia
3-MATERIALS,DW-S04-EA15,Mat_Other,,0,confirma 0 (cap material observat) o canvia
7-ELEMENT,DW-S04-EA15,Recessed_Frame,gate -=-,,0/1/2/3/9
7-ELEMENT,DW-S04-EA15,Support_Modified,gate -=-,,0/1/2/3/9
6-MASONERIA,DW-S05-EA01,Chinking_Stones,,,0/1/9
8-EA77,DW-S01-EA77,Embedded_Base_Beams,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Base_Level,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Decorative_Socle,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Tie_Walls,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Timber_Brackets,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Transverse_Beams,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Corbelled_Courses,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Interbody_Cornice,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Corner_Quoins,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Structural_Pilasters,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Facade_Flank,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Relief_Frieze,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Sill,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Jambs,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Lintel,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
8-EA77,DW-S01-EA77,Upper_Crown,estructura nova (verificacio en runtime),,ompli; el script nomes escriu si el camp es NULL
