Code;Field;Value_v11;Rule
"DW-S01-EA40a";"Return_Wall";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA40a";"Eave_Beam";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA40a";"Eave_Surface";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA40a";"Chamber_Roof";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA40a";"Access_Opening";"1";"D4: field retired in v15, the 0s and 9s were already converted into Sys_*"
"DW-S01-EA40a";"Lost_Body_Evidence";"Truncated walls";"C: field retired - see EXP_LOST_PROPOSED.csv"
"DW-S01-EA40a";"Dec_Relief_T_Inv";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
"DW-S01-EA40a";"RA_Abstract";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
"DW-S01-EA40b";"Phase_Evidence";"Adjacent";"C: not in the v15 domain - abutment belongs in T_CONNECTIONS"
"DW-S01-EA40b";"Support_Modified";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA40b";"Plaster_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA40b";"Pigment_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA40b";"Looting";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA40b";"Fire_Damage";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA40b";"Animal_Activity";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA40b";"Modern_Access";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA40b";"Mummification";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA40b";"Mat_Textiles";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA40b";"Mat_VegFiber";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA40b";"Mat_Fauna";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA40b";"Base_Level";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA40b";"Decorative_Socle";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA40b";"Interbody_Cornice";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA40b";"Corner_Quoins";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA40b";"Return_Wall";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA40b";"Lost_Body_Evidence";"ND";"C: field retired - see EXP_LOST_PROPOSED.csv"
"DW-S01-EA40b";"Dec_Relief_T";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
"DW-S01-EA41";"ID_Material_Status";"Absent";"B: Absent -> Cultural_Materials_Present = 0, status NULL"
"DW-S01-EA41";"Plaster_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA41";"Pigment_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA41";"Looting";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA41";"Fire_Damage";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA41";"Animal_Activity";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA41";"Modern_Access";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA41";"Base_Level";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA41";"Interbody_Cornice";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA41";"Structural_Pilasters";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA41";"Facade_Flank";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA41";"Relief_Frieze";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA41";"Sill";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA41";"Jambs";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA41";"Lintel";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S01-EA41";"Upper_Crown";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA41";"Return_Wall";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA41";"Eave_Surface";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA41";"Chamber_Roof";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA41";"Access_Opening";"1";"D4: field retired in v15, the 0s and 9s were already converted into Sys_*"
"DW-S01-EA41";"Rear_Wall";"1";"D4: field retired in v15, the 0s and 9s were already converted into Sys_*"
"DW-S01-EA41";"Lost_Body_Evidence";"None";"C: field retired - see EXP_LOST_PROPOSED.csv"
"DW-S01-EA41";"Dec_Stepped";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
"DW-S01-EA47";"Funerary_Bundles";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA47";"Bone_Burning";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA47";"Mat_Textiles";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA47";"Mat_Wood";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA47";"Mat_Ceramics";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA47";"Mat_Fauna";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA47";"Mat_DeerAntler";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S01-EA47";"Mat_Other";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S02-EA01";"Plaster_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S02-EA01";"Pigment_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S02-EA01";"Looting";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S02-EA01";"Fire_Damage";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S02-EA01";"Animal_Activity";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S02-EA01";"Modern_Access";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S02-EA01";"Mummification";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S02-EA01";"Funerary_Bundles";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S02-EA01";"Bone_Burning";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S02-EA01";"Base_Level";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S02-EA01";"Timber_Brackets";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S02-EA01";"Interbody_Cornice";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S02-EA01";"Corner_Quoins";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S02-EA01";"Structural_Pilasters";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S02-EA01";"Facade_Flank";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S02-EA01";"Relief_Frieze";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S02-EA01";"Jambs";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S02-EA01";"Lintel";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S02-EA01";"Lost_Body_Evidence";"Truncated walls";"C: field retired - see EXP_LOST_PROPOSED.csv"
"DW-S03-EA01";"Fire_Damage";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S03-EA01";"Anatomical_Connection";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S03-EA01";"Mummification";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S03-EA01";"Funerary_Bundles";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S03-EA01";"Flexed_Position";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S03-EA01";"Mat_Textiles";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S03-EA01";"Mat_Wood";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S03-EA01";"Mat_VegFiber";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S03-EA01";"Mat_Fauna";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S03-EA01";"Mat_DeerAntler";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S03-EA01";"Mat_Other";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S03-EA01";"RA_Abstract";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
"DW-S04-EA01";"ID_Material_Status";"Absent";"B: Absent -> Cultural_Materials_Present = 0, status NULL"
"DW-S04-EA01";"Doc_Basis";"Distant photogrammetry";"C: the v11 scale does not map onto the ordinal one (12.2)"
"DW-S04-EA01";"Plaster_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA01";"Pigment_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA01";"Looting";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA01";"Fire_Damage";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA01";"Animal_Activity";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA01";"Modern_Access";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA01";"Human_Remains";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA01";"Base_Level";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA01";"Interbody_Cornice";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA01";"Lost_Body_Evidence";"Detached debris";"C: field retired - see EXP_LOST_PROPOSED.csv"
"DW-S04-EA01";"Dec_Square_Niche";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
"DW-S04-EA01";"RA_Abstract";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
"DW-S04-EA02a";"ID_Material_Status";"Absent";"B: Absent -> Cultural_Materials_Present = 0, status NULL"
"DW-S04-EA02a";"Mortar_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA02a";"Plaster_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA02a";"Pigment_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA02a";"Fire_Damage";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA02a";"Animal_Activity";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA02a";"Modern_Access";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA02a";"Base_Level";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA02a";"Lost_Body_Evidence";"ND";"C: field retired - see EXP_LOST_PROPOSED.csv"
"DW-S04-EA03";"ID_Material_Status";"Absent";"B: Absent -> Cultural_Materials_Present = 0, status NULL"
"DW-S04-EA03";"Doc_Basis";"Close-range photogrammetry";"C: the v11 scale does not map onto the ordinal one (12.2)"
"DW-S04-EA03";"Pigment_Color";"Red, White";"B: converted to Both"
"DW-S04-EA03";"Plaster_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA03";"Recessed_Frame";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA03";"Looting";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA03";"Fire_Damage";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA03";"Animal_Activity";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA03";"Modern_Access";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA03";"Human_Remains";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA03";"Mat_Textiles";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA03";"Base_Level";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA03";"Timber_Brackets";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA03";"Transverse_Beams";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA03";"Interbody_Cornice";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA03";"Relief_Frieze";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA03";"Sill";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA03";"Jambs";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA03";"Lintel";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA03";"Upper_Crown";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA03";"Return_Wall";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA03";"Eave_Beam";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA03";"Chamber_Roof";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA03";"Access_Opening";"1";"D4: field retired in v15, the 0s and 9s were already converted into Sys_*"
"DW-S04-EA03";"Lost_Body_Evidence";"None";"C: field retired - see EXP_LOST_PROPOSED.csv"
"DW-S04-EA03";"Dec_Relief_T";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
"DW-S04-EA04";"ID_Support_Secondary";"Fissure/Crack";"C: value split into Vertical cleft / Bedding-plane recess"
"DW-S04-EA04";"ID_Material_Status";"Absent";"B: Absent -> Cultural_Materials_Present = 0, status NULL"
"DW-S04-EA04";"Recessed_Frame";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA04";"Looting";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA04";"Fire_Damage";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA04";"Animal_Activity";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA04";"Modern_Access";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA04";"Base_Level";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA04";"Interbody_Cornice";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA04";"Relief_Frieze";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA04";"Sill";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA04";"Jambs";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA04";"Lintel";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA04";"Upper_Crown";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA04";"Chamber_Roof";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA04";"Access_Opening";"1";"D4: field retired in v15, the 0s and 9s were already converted into Sys_*"
"DW-S04-EA04";"Lost_Body_Evidence";"None";"C: field retired - see EXP_LOST_PROPOSED.csv"
"DW-S04-EA04";"Dec_Relief_T";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
"DW-S04-EA04";"RA_Abstract";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
"DW-S04-EA05";"ID_Support_Secondary";"Fissure/Crack";"C: value split into Vertical cleft / Bedding-plane recess"
"DW-S04-EA05";"ID_Material_Status";"Absent";"B: Absent -> Cultural_Materials_Present = 0, status NULL"
"DW-S04-EA05";"Doc_Basis";"Close-range photogrammetry";"C: the v11 scale does not map onto the ordinal one (12.2)"
"DW-S04-EA05";"Rock_Art";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA05";"Plaster_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA05";"Pigment_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA05";"Recessed_Frame";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA05";"Looting";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA05";"Fire_Damage";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA05";"Animal_Activity";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA05";"Modern_Access";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA05";"Base_Level";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA05";"Interbody_Cornice";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA05";"Relief_Frieze";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA05";"Sill";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA05";"Jambs";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA05";"Lintel";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA05";"Chamber_Roof";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA05";"Access_Opening";"1";"D4: field retired in v15, the 0s and 9s were already converted into Sys_*"
"DW-S04-EA05";"Dec_Relief_T";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
"DW-S04-EA09";"Rock_Art";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA09";"Plaster_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA09";"Recessed_Frame";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA09";"Looting";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA09";"Fire_Damage";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA09";"Animal_Activity";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA09";"Modern_Access";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA09";"Funerary_Bundles";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA09";"Flexed_Position";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA09";"Bone_Burning";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA09";"Base_Level";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA09";"Interbody_Cornice";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA09";"Corner_Quoins";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA09";"Relief_Frieze";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA09";"Sill";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA09";"Jambs";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA09";"Lintel";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA09";"Return_Wall";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA09";"Chamber_Roof";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA09";"Corbelled_Platform";"1";"D4: field retired in v15, the 0s and 9s were already converted into Sys_*"
"DW-S04-EA09";"Access_Opening";"1";"D4: field retired in v15, the 0s and 9s were already converted into Sys_*"
"DW-S04-EA09";"Lost_Body_Evidence";"None";"C: field retired - see EXP_LOST_PROPOSED.csv"
"DW-S04-EA09";"Dec_Relief_L";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
"DW-S04-EA09";"Dec_Relief_L_Inv";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
"DW-S04-EA12a";"ID_Material_Status";"Absent";"B: Absent -> Cultural_Materials_Present = 0, status NULL"
"DW-S04-EA12a";"Rock_Art";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA12a";"Mortar_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA12a";"Plaster_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA12a";"Pigment_Present";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA12a";"Looting";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA12a";"Fire_Damage";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA12a";"Animal_Activity";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA12a";"Modern_Access";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA12a";"Base_Level";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA12a";"Timber_Brackets";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA12a";"Interbody_Cornice";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA12a";"Lintel";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA12a";"Lost_Body_Evidence";"Truncated walls";"C: field retired - see EXP_LOST_PROPOSED.csv"
"DW-S04-EA12b";"ID_Support";"Fissure/Crack";"C: value split into Vertical cleft / Bedding-plane recess"
"DW-S04-EA12b";"ID_Support_Secondary";"ND";"C: ND as a secondary support means nothing (delta 7bis d)"
"DW-S04-EA12b";"ID_Material_Status";"Absent";"B: Absent -> Cultural_Materials_Present = 0, status NULL"
"DW-S04-EA12b";"Timber_Brackets";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA12b";"Transverse_Beams";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA12b";"Corbelled_Platform";"1";"D4: field retired in v15, the 0s and 9s were already converted into Sys_*"
"DW-S04-EA12b";"Lost_Body_Evidence";"Corbels into void";"C: field retired - see EXP_LOST_PROPOSED.csv"
"DW-S04-EA15";"ID_Material_Status";"Absent";"B: Absent -> Cultural_Materials_Present = 0, status NULL"
"DW-S04-EA15";"Base_Level";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA15";"Interbody_Cornice";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA15";"Return_Wall";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA15";"Lost_Body_Evidence";"Truncated walls";"C: field retired - see EXP_LOST_PROPOSED.csv"
"DW-S04-EA15";"Dec_Relief_T";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
"DW-S04-EA18";"ID_Support_Secondary";"Fissure/Crack";"C: value split into Vertical cleft / Bedding-plane recess"
"DW-S04-EA18";"Flexed_Position";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA18";"Bone_Burning";"9";"D2: 9 inherited from the v10 default, not a judgement"
"DW-S04-EA18";"Base_Level";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA18";"Interbody_Cornice";"1";"D1: v11 present vs v15 present COMPLETE - resolve to 1, 2 or 3"
"DW-S04-EA18";"Access_Opening";"1";"D4: field retired in v15, the 0s and 9s were already converted into Sys_*"
"DW-S04-EA18";"Lost_Body_Evidence";"Truncated walls";"C: field retired - see EXP_LOST_PROPOSED.csv"
"DW-S04-EA18";"Dec_Zigzag";"1";"C: boolean retired - the detail lives in T_DECORATIONS"
